what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1648307863145
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1648307863145
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1648307863145
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1648307863145
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1648307863145
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1648307863145
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1648307863145
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1648307863145
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1648307863160
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1648307863160
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1648307863160
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1648307863161
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1648307863161
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1648307863161
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1648307863161
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1648307863161
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1648307863161
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1648307863161
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1648307863161
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1648307863161
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1648307863161
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1648307863161
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1648307863161
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1648307863161
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1648307863161
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1648307863161
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1648307863161
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1648307863161
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1648307863161
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1648307863161
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1648307863161
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1648307863161
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1648307863161
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1648307863161
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1648307863161
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1648307863161
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1648307863161
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1648307863161
os,sysinfo,,,"win32",1648307863176
arch,sysinfo,,,"x86",1648307863176
ws,sysinfo,,,"win32",1648307863176
locale,sysinfo,,,"en_US",1648307863176
processors,sysinfo,,,"12",1648307863176
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1648307863176
java.runtime.version,sysinfo,,,"1.7.0-b147",1648307863176
java.specification.name,sysinfo,,,"Java Platform API Specification",1648307863176
java.specification.vendor,sysinfo,,,"Oracle Corporation",1648307863176
java.specification.version,sysinfo,,,"1.7",1648307863176
java.vendor,sysinfo,,,"Oracle Corporation",1648307863176
java.version,sysinfo,,,"1.7.0",1648307863176
java.vm.info,sysinfo,,,"mixed mode",1648307863176
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1648307863176
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1648307863176
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1648307863176
java.vm.specification.version,sysinfo,,,"1.7",1648307863176
java.vm.vendor,sysinfo,,,"Oracle Corporation",1648307863176
java.vm.version,sysinfo,,,"21.0-b17",1648307863176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648307863914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648307864542
