what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075156933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075164354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075164393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075168069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075191085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075208037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075254094
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075277336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075277383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075285474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075285537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075319900
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1649075319926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075331492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075336428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075336469
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075337832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075337863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075339894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075339988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075342026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075342069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075358072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075358166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075359885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075359933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075380666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075380744
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075385225
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1649075390362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075391006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075399659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075399706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075402272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075402398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075411698
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075411761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075413244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075413354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075416715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075416746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075447682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1649075452151
