what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648291104967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648291110546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648291115468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648292627880
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1648292636908
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648292653866
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648292653898
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648293313810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648293489799
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648293574445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648293898469
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648293903628
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648293905097
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648293906323
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648293906931
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648293985773
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1648293999929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294002773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294025319
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294025563
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294025594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294086479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294086557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294088663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294088694
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1648294110330
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1648294110346
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1648294110361
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1648294110393
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1648294110408
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1648294110471
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1648294110471
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1648294110660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294117512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294117590
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294156101
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294167472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648294236468
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294274445
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294278412
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294288123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648294306225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648294314771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294318039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294319416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294355723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294355805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294435934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294436028
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648294518358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648294526104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294528146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294530005
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294534346
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294543936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648294564248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294566352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294568234
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294612612
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648294622230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294630700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294630778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648294732692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648294735227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648294786378
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648294790068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648294792493
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1648294800255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1648294801803
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648294815138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648294833089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294835816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294837164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648294960789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648294963638
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648294993718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294996564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648294999251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648295024054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295026531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295029393
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648295056188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648295058452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648295075060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295076780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295079673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1648295096901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295101648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295103225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648295111149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295113508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295118602
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648295151393
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648295166821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648295198675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295201644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295212296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295216811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295218349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295218428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295220236
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648295220502
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1648295220847
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1648295220863
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1648295236836
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1648295236836
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1648295236836
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1648295236836
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1648295236836
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1648295236836
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1648295236852
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1648295236852
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1648295236852
