what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493850846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648493861352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493864037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493866313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493868409
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493869682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648493886110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493888387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493891357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648493894931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648493899048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648493904242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493906246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493908550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493911636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648493953718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493956666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493962095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648493971931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648493974917
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494005168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494021870
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494032550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648494044846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648494049002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648494052318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494142878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494146545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494164852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494171992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494174276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494189374
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648494195347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648494198385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494265157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494311311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494349204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494351298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494357350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494381177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494382925
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494425105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648494472403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648494490496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494541121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494609904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494609987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494743565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648494787887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648494795709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494803181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494823324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494836406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494838989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494854317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494920541
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494922783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494933974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648494956756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494958878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494961995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494970525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648494991068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648495013361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648495016420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648495022411
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1648495045509
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1648495047816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648495049768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648495080721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648495107938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648495183538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648495204375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648495217231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648495243020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648495247171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648495254766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648495256856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648495309267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1648495398850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1648495400701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648495403947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648495441084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648495515573
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648495670442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648495697590
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648495711102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648495750805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648495777428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648495785698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1648496001114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1648496006105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648496015833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648496029985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496032690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496036918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648496051906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496054422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496058388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648496067483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1648496081917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496085117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496124986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496147474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496181201
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1648496181232
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648496204095
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648496271018
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648496276137
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1648496279108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496281071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1648496305426
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1648496305917
